user_id,n_recs,n_shared_genre,shortcut_fraction,holdout_recall@10,holdout_long_tail_recall@10
20379,10,10,1.0,0.0,
20411,10,10,1.0,0.0,0.0
20560,10,10,1.0,0.0,
20587,10,10,1.0,0.0,
20630,10,10,1.0,0.0,
20635,10,10,1.0,0.0,0.0
20640,10,10,1.0,0.0,
20689,10,10,1.0,0.0,
20798,10,10,1.0,0.0,
20825,10,10,1.0,0.0,
20858,10,10,1.0,0.0,
20981,10,10,1.0,0.0,0.0
21387,10,10,1.0,0.0,
21396,10,10,1.0,0.0,
21419,10,10,1.0,0.0,
21483,10,10,1.0,0.0,
21606,10,10,1.0,0.0,
21633,10,10,1.0,0.0,
21657,10,10,1.0,0.0,
21795,10,10,1.0,0.0,
21944,10,10,1.0,0.0,
22162,10,10,1.0,0.0,0.0
22169,10,10,1.0,0.0,
22317,10,10,1.0,0.0,
22364,10,10,1.0,0.0,
22624,10,10,1.0,0.0,
22629,10,10,1.0,0.0,
22822,10,10,1.0,0.0,
22835,10,10,1.0,0.0,
22862,10,10,1.0,0.0,
22923,10,10,1.0,0.0,
23016,10,10,1.0,0.0,0.0
23266,10,10,1.0,0.0,0.0
23374,10,10,1.0,0.0,
23420,10,10,1.0,0.0,0.0
23587,10,10,1.0,0.0,
23670,10,10,1.0,0.0,
23825,10,10,1.0,0.0,
24115,10,10,1.0,0.0,
24145,10,10,1.0,0.0,
24226,10,10,1.0,0.0,
24307,10,10,1.0,0.0,0.0
24365,10,10,1.0,0.0,0.0
24375,10,10,1.0,0.0,
24400,10,10,1.0,0.0,
24687,10,10,1.0,0.0,0.0
24831,10,10,1.0,0.0,
24896,10,10,1.0,0.0,
24943,10,10,1.0,0.0,
25014,10,10,1.0,0.0,
25018,10,10,1.0,0.0,
25019,10,10,1.0,0.0,
25044,10,10,1.0,0.0,0.0
25202,10,10,1.0,0.0,0.0
25278,10,10,1.0,0.0,
25306,10,10,1.0,0.0,
25311,10,10,1.0,0.0,
25351,10,10,1.0,0.0,
25459,10,10,1.0,0.0,
25465,10,10,1.0,0.0,
25642,10,10,1.0,0.0,
25729,10,10,1.0,0.0,
25792,10,10,1.0,0.0,
25838,10,10,1.0,0.0,
25876,10,10,1.0,0.0,
25907,10,10,1.0,0.0,
25939,10,10,1.0,0.0,0.0
26064,10,10,1.0,0.0,0.0
26072,10,10,1.0,0.0,
26147,10,10,1.0,0.0,
26198,10,10,1.0,0.0,
26339,10,10,1.0,0.0,
26465,10,10,1.0,0.0,
26472,10,10,1.0,0.0,0.0
26630,10,10,1.0,0.0,
26653,10,10,1.0,0.0,
26780,10,10,1.0,0.0,
26839,10,10,1.0,0.0,
26971,10,10,1.0,0.0,
26985,10,10,1.0,0.0,0.0
27050,10,10,1.0,0.0,
27061,10,10,1.0,0.0,
27194,10,10,1.0,0.0,0.0
27256,10,10,1.0,0.0,
27267,10,10,1.0,0.0,0.0
27503,10,10,1.0,0.0,0.0
27800,10,10,1.0,0.0,
27850,10,10,1.0,0.0,
28045,10,10,1.0,0.0,0.0
28494,10,10,1.0,0.0,0.0
28529,10,10,1.0,0.0,
28705,10,10,1.0,0.0,
28724,10,10,1.0,0.0,
28799,10,10,1.0,0.0,
28841,10,10,1.0,0.0,
28881,10,10,1.0,0.0,
29027,10,10,1.0,0.0,
29269,10,10,1.0,0.0,
29281,10,10,1.0,0.0,0.0
29398,10,10,1.0,0.0,
29412,10,10,1.0,0.0,
29514,10,10,1.0,0.0,
29751,10,10,1.0,0.0,
29792,10,10,1.0,0.0,
29812,10,10,1.0,0.0,
30092,10,10,1.0,0.0,
30236,10,10,1.0,0.0,
30367,10,10,1.0,0.0,
30481,10,10,1.0,0.0,
30761,10,10,1.0,0.0,0.0
30943,10,10,1.0,0.0,
31129,10,10,1.0,0.0,
31144,10,10,1.0,0.0,
31181,10,10,1.0,0.0,0.0
31188,10,10,1.0,0.0,
31204,10,10,1.0,0.0,
31236,10,10,1.0,0.0,
31264,10,10,1.0,0.0,0.0
31338,10,10,1.0,0.0,0.0
31421,10,10,1.0,0.0,
31429,10,10,1.0,0.0,
31468,10,10,1.0,0.0,0.0
31537,10,10,1.0,0.0,
31593,10,10,1.0,0.0,
31678,10,10,1.0,0.0,
31835,10,10,1.0,0.0,0.0
31886,10,10,1.0,0.0,
32298,10,10,1.0,0.0,0.0
32435,10,10,1.0,0.0,
32516,10,10,1.0,0.0,
32599,10,10,1.0,0.0,
32609,10,10,1.0,0.0,
32650,10,10,1.0,0.0,
32663,10,10,1.0,0.0,
32693,10,10,1.0,0.0,0.0
32726,10,10,1.0,0.0,
32934,10,10,1.0,0.0,
32993,10,10,1.0,0.0,
33396,10,10,1.0,0.0,
33405,10,10,1.0,0.0,
33517,10,10,1.0,0.0,0.0
33946,10,10,1.0,0.0,
34106,10,10,1.0,0.0,
34405,10,10,1.0,0.0,
34498,10,10,1.0,0.0,0.0
34514,10,10,1.0,0.0,
34593,10,10,1.0,0.0,0.0
34650,10,10,1.0,0.0,0.0
34659,10,10,1.0,0.0,
34761,10,10,1.0,0.0,
34788,10,10,1.0,0.0,
34836,10,10,1.0,0.0,
34837,10,10,1.0,0.0,
34920,10,10,1.0,0.0,
35007,10,10,1.0,0.0,0.0
35096,10,10,1.0,0.0,
35104,10,10,1.0,0.0,
35142,10,10,1.0,0.0,0.0
35190,10,10,1.0,0.0,
35377,10,10,1.0,0.0,
35546,10,10,1.0,0.0,
35689,10,10,1.0,0.0,
35760,10,10,1.0,0.0,
35806,10,10,1.0,0.0,0.0
35925,10,10,1.0,0.0,0.0
35958,10,10,1.0,0.0,
35986,10,10,1.0,0.0,
36036,10,10,1.0,0.0,0.0
36051,10,10,1.0,0.0,
36082,10,10,1.0,0.0,
36176,10,10,1.0,0.0,
36210,10,10,1.0,0.0,0.0
36226,10,10,1.0,0.0,
36364,10,10,1.0,0.0,
36401,10,10,1.0,0.0,
36541,10,10,1.0,0.0,
36619,10,10,1.0,0.0,0.0
36661,10,10,1.0,0.0,
36829,10,10,1.0,0.0,
36906,10,10,1.0,0.0,
36914,10,10,1.0,0.0,0.0
36934,10,10,1.0,0.0,
37065,10,10,1.0,0.0,0.0
37076,10,10,1.0,0.0,
37355,10,10,1.0,0.0,
37356,10,10,1.0,0.0,
37371,10,10,1.0,0.0,
37418,10,10,1.0,0.0,
37586,10,10,1.0,0.0,
37590,10,10,1.0,0.0,
37607,10,10,1.0,0.0,0.0
37790,10,10,1.0,0.0,
37791,10,10,1.0,0.0,
37862,10,10,1.0,0.0,
37979,10,10,1.0,0.0,
38020,10,10,1.0,0.0,
38137,10,10,1.0,0.0,
38219,10,10,1.0,0.0,
38238,10,10,1.0,0.0,
38345,10,10,1.0,0.0,
38368,10,10,1.0,0.0,
38413,10,10,1.0,0.0,
38524,10,10,1.0,0.0,
38573,10,10,1.0,0.0,0.0
38577,10,10,1.0,0.0,
38587,10,10,1.0,0.0,
38641,10,10,1.0,0.0,
38787,10,10,1.0,0.0,
38833,10,10,1.0,0.0,0.0
38891,10,10,1.0,0.0,
38971,10,10,1.0,0.0,
39107,10,10,1.0,0.0,0.0
39195,10,10,1.0,0.0,
39220,10,10,1.0,0.0,
39238,10,10,1.0,0.0,
39307,10,10,1.0,0.0,
39316,10,10,1.0,0.0,
39342,10,10,1.0,0.0,
39405,10,10,1.0,0.0,
39482,10,10,1.0,0.0,0.0
39566,10,10,1.0,0.0,0.0
39572,10,10,1.0,0.0,
39645,10,10,1.0,0.0,
39895,10,10,1.0,0.0,
39921,10,10,1.0,0.0,
39972,10,10,1.0,0.0,
40013,10,10,1.0,0.0,
40049,10,10,1.0,0.0,
40071,10,10,1.0,0.0,
40088,10,10,1.0,0.0,0.0
40121,10,10,1.0,0.0,
40136,10,10,1.0,0.0,
40219,10,10,1.0,0.0,
40225,10,10,1.0,0.0,0.0
40234,10,10,1.0,0.0,
40343,10,10,1.0,0.0,
40451,10,10,1.0,0.0,
40517,10,10,1.0,0.0,
40618,10,10,1.0,0.0,
40624,10,10,1.0,0.0,
40730,10,10,1.0,0.0,0.0
40768,10,10,1.0,0.0,
40771,10,10,1.0,0.0,
40846,10,10,1.0,0.0,
40935,10,10,1.0,0.0,
40989,10,10,1.0,0.0,
41042,10,10,1.0,0.0,
41088,10,10,1.0,0.0,
41129,10,10,1.0,0.0,0.0
41168,10,10,1.0,0.0,0.0
41242,10,10,1.0,0.0,
41289,10,10,1.0,0.0,0.0
41292,10,10,1.0,0.0,
41426,10,10,1.0,0.0,0.0
41448,10,10,1.0,0.0,
41461,10,10,1.0,0.0,
41723,10,10,1.0,0.0,
41846,10,10,1.0,0.0,
41948,10,10,1.0,0.0,
42094,10,10,1.0,0.0,0.0
42228,10,10,1.0,0.0,
42456,10,10,1.0,0.0,
42600,10,10,1.0,0.0,0.0
42758,10,10,1.0,0.0,
42864,10,10,1.0,0.0,0.0
42937,10,10,1.0,0.0,0.0
43060,10,10,1.0,0.0,
43096,10,10,1.0,0.0,0.0
43198,10,10,1.0,0.0,
43304,10,10,1.0,0.0,
43401,10,10,1.0,0.0,0.0
43474,10,10,1.0,0.0,0.0
43475,10,10,1.0,0.0,
43486,10,10,1.0,0.0,0.0
43493,10,10,1.0,0.0,
43506,10,10,1.0,0.0,
43546,10,10,1.0,0.0,
43570,10,10,1.0,0.0,
43575,10,10,1.0,0.0,
43596,10,10,1.0,0.0,
43643,10,10,1.0,0.0,
43666,10,10,1.0,0.0,
43668,10,10,1.0,0.0,
43856,10,10,1.0,0.0,0.0
43859,10,10,1.0,0.0,
43884,10,10,1.0,0.0,
43894,10,10,1.0,0.0,
43910,10,10,1.0,0.0,
44005,10,10,1.0,0.0,
44110,10,10,1.0,0.0,
44283,10,10,1.0,0.0,
44356,10,10,1.0,0.0,
44376,10,10,1.0,0.0,
44502,10,10,1.0,0.0,
44638,10,10,1.0,0.0,
44728,10,10,1.0,0.0,
44746,10,10,1.0,0.0,
44776,10,10,1.0,0.0,
44839,10,10,1.0,0.0,
44916,10,10,1.0,0.0,
45068,10,10,1.0,0.0,
45092,10,10,1.0,0.0,
45114,10,10,1.0,0.0,
45191,10,10,1.0,0.0,
45326,10,10,1.0,0.0,
45393,10,10,1.0,0.0,
45400,10,10,1.0,0.0,0.0
45435,10,10,1.0,0.0,
45466,10,10,1.0,0.0,
45564,10,10,1.0,0.0,
45667,10,10,1.0,0.0,
45684,10,10,1.0,0.0,
45717,10,10,1.0,0.0,0.0
45722,10,10,1.0,0.0,0.0
45731,10,10,1.0,0.0,0.0
45770,10,10,1.0,0.0,0.0
45779,10,10,1.0,0.0,
45789,10,10,1.0,0.0,0.0
45844,10,10,1.0,0.0,
45878,10,10,1.0,0.0,0.0
45969,10,10,1.0,0.0,0.0
45985,10,10,1.0,0.0,
46311,10,10,1.0,0.0,0.0
46466,10,10,1.0,0.0,
46482,10,10,1.0,0.0,
46507,10,10,1.0,0.0,
46647,10,10,1.0,0.0,0.0
46737,10,10,1.0,0.0,
46838,10,10,1.0,0.0,
46885,10,10,1.0,0.0,0.0
46959,10,10,1.0,0.0,
47033,10,10,1.0,0.0,0.0
47164,10,10,1.0,0.0,
47242,10,10,1.0,0.0,0.0
47283,10,10,1.0,0.0,
47346,10,10,1.0,0.0,
47357,10,10,1.0,0.0,
47377,10,10,1.0,0.0,
47438,10,10,1.0,0.0,
47575,10,10,1.0,0.0,
47866,10,10,1.0,0.0,0.0
47967,10,10,1.0,0.0,
48015,10,10,1.0,0.0,0.0
48182,10,10,1.0,0.0,
48213,10,10,1.0,0.0,
48231,10,10,1.0,0.0,
48353,10,10,1.0,0.0,
48488,10,10,1.0,0.0,
48492,10,10,1.0,0.0,
48509,10,10,1.0,0.0,
48580,10,10,1.0,0.0,
48616,10,10,1.0,0.0,
48684,10,10,1.0,0.0,
48760,10,10,1.0,0.0,
48866,10,10,1.0,0.0,
49055,10,10,1.0,0.0,
49076,10,10,1.0,0.0,0.0
49085,10,10,1.0,0.0,
49171,10,10,1.0,0.0,
49208,10,10,1.0,0.0,
49220,10,10,1.0,0.0,
49304,10,10,1.0,0.0,
49360,10,10,1.0,0.0,
49469,10,10,1.0,0.0,
49569,10,10,1.0,0.0,
49654,10,10,1.0,0.0,
49664,10,10,1.0,0.0,
49678,10,10,1.0,0.0,0.0
49718,10,10,1.0,0.0,0.0
49939,10,10,1.0,0.0,
49944,10,10,1.0,0.0,
49977,10,10,1.0,0.0,0.0
50019,10,10,1.0,0.0,
50149,10,10,1.0,0.0,
50182,10,10,1.0,0.0,
50316,10,10,1.0,0.0,
50382,10,10,1.0,0.0,0.0
50526,10,10,1.0,0.0,0.0
50544,10,10,1.0,0.0,
50648,10,10,1.0,0.0,
50756,10,10,1.0,0.0,0.0
50821,10,10,1.0,0.0,
51011,10,10,1.0,0.0,0.0
51064,10,10,1.0,0.0,
51115,10,10,1.0,0.0,0.0
51221,10,10,1.0,0.0,0.0
51259,10,10,1.0,0.0,
51530,10,10,1.0,0.0,
51542,10,10,1.0,0.0,
51579,10,10,1.0,0.0,
51619,10,10,1.0,0.0,
51676,10,10,1.0,0.0,
51704,10,10,1.0,0.0,
51837,10,10,1.0,0.0,0.0
51849,10,10,1.0,0.0,
51952,10,10,1.0,0.0,
51983,10,10,1.0,0.0,
52027,10,10,1.0,0.0,
52130,10,10,1.0,0.0,
52278,10,10,1.0,0.0,
52540,10,10,1.0,0.0,
52756,10,10,1.0,0.0,0.0
52863,10,10,1.0,0.0,
52939,10,10,1.0,0.0,
52949,10,10,1.0,0.0,0.0
52952,10,10,1.0,0.0,
53111,10,10,1.0,0.0,
53264,10,10,1.0,0.0,
53283,10,10,1.0,0.0,0.0
53299,10,10,1.0,0.0,
53407,10,10,1.0,0.0,
53597,10,10,1.0,0.0,0.0
53680,10,10,1.0,0.0,
53704,10,10,1.0,0.0,
53782,10,10,1.0,0.0,
53887,10,10,1.0,0.0,0.0
53925,10,10,1.0,0.0,
53970,10,10,1.0,0.0,0.0
54171,10,10,1.0,0.0,0.0
54226,10,10,1.0,0.0,0.0
54259,10,10,1.0,0.0,
54320,10,10,1.0,0.0,
54336,10,10,1.0,0.0,
54379,10,9,0.9,0.0,
54515,10,10,1.0,0.0,
54548,10,10,1.0,0.0,
54590,10,10,1.0,0.0,
54749,10,10,1.0,0.0,0.0
54784,10,10,1.0,0.0,
54794,10,10,1.0,0.0,
55060,10,10,1.0,0.0,
55168,10,10,1.0,0.0,
55210,10,10,1.0,0.0,0.0
55254,10,10,1.0,0.0,
55285,10,10,1.0,0.0,
55422,10,10,1.0,0.0,
55524,10,10,1.0,0.0,
55599,10,10,1.0,0.0,
55625,10,10,1.0,0.0,
55719,10,10,1.0,0.0,
55817,10,10,1.0,0.0,
55872,10,10,1.0,0.0,0.0
55885,10,10,1.0,0.0,
55898,10,10,1.0,0.0,
55952,10,10,1.0,0.0,
56042,10,10,1.0,0.0,
56316,10,10,1.0,0.0,
56468,10,10,1.0,0.0,
56505,10,10,1.0,0.0,
56698,10,10,1.0,0.0,
56772,10,10,1.0,0.0,0.0
56792,10,10,1.0,0.0,0.0
57032,10,10,1.0,0.0,
57167,10,10,1.0,0.0,
57336,10,10,1.0,0.0,
57446,10,10,1.0,0.0,
57493,10,10,1.0,0.0,
57692,10,10,1.0,0.0,
57795,10,10,1.0,0.0,0.0
57802,10,10,1.0,0.0,
57895,10,10,1.0,0.0,
58120,10,10,1.0,0.0,
58223,10,10,1.0,0.0,0.0
58311,10,10,1.0,0.0,
58380,10,10,1.0,0.0,
58795,10,10,1.0,0.0,
58899,10,10,1.0,0.0,
58936,10,10,1.0,0.0,
58986,10,10,1.0,0.0,
58991,10,10,1.0,0.0,
59304,10,10,1.0,0.0,0.0
59430,10,10,1.0,0.0,0.0
59456,10,10,1.0,0.0,
59493,10,10,1.0,0.0,0.0
59522,10,10,1.0,0.0,
59601,10,10,1.0,0.0,
59648,10,10,1.0,0.0,
59855,10,10,1.0,0.0,
59925,10,10,1.0,0.0,
59956,10,10,1.0,0.0,
59960,10,10,1.0,0.0,0.0
60121,10,10,1.0,0.0,
60133,10,10,1.0,0.0,0.0
60374,10,10,1.0,0.0,0.0
60580,10,10,1.0,0.0,
60642,10,10,1.0,0.0,
60663,10,10,1.0,0.0,
60697,10,10,1.0,0.0,
60746,10,10,1.0,0.0,
60870,10,10,1.0,0.0,
60923,10,10,1.0,0.0,
60930,10,10,1.0,0.0,0.0
61009,10,10,1.0,0.0,
61085,10,9,0.9,0.0,
61407,10,10,1.0,0.0,0.0
61484,10,10,1.0,0.0,
61641,10,10,1.0,0.0,
61725,10,10,1.0,0.0,
62036,10,10,1.0,0.0,
62256,10,10,1.0,0.0,
62336,10,10,1.0,0.0,
62339,10,10,1.0,0.0,
62359,10,10,1.0,0.0,
62362,10,10,1.0,0.0,0.0
62365,10,10,1.0,0.0,0.0
62416,10,10,1.0,0.0,
62495,10,9,0.9,0.0,
62509,10,10,1.0,0.0,
62529,10,10,1.0,0.0,
62568,10,10,1.0,0.0,
62569,10,10,1.0,0.0,
62672,10,10,1.0,0.0,
62706,10,9,0.9,0.0,
62726,10,10,1.0,0.0,
62769,10,10,1.0,0.0,
62907,10,10,1.0,0.0,
62984,10,10,1.0,0.0,
62994,10,10,1.0,0.0,
63086,10,10,1.0,0.0,0.0
63145,10,10,1.0,0.0,0.0
63263,10,10,1.0,0.0,
63274,10,10,1.0,0.0,
63343,10,10,1.0,0.0,
63484,10,10,1.0,0.0,
63909,10,10,1.0,0.0,0.0
63943,10,10,1.0,0.0,
64048,10,10,1.0,0.0,
64131,10,10,1.0,0.0,
64200,10,10,1.0,0.0,0.0
64792,10,10,1.0,0.0,
64886,10,10,1.0,0.0,
65062,10,10,1.0,0.0,
65085,10,10,1.0,0.0,
65089,10,10,1.0,0.0,0.0
65231,10,10,1.0,0.0,
65360,10,10,1.0,0.0,0.0
65372,10,10,1.0,0.0,
65482,10,10,1.0,0.0,
65537,10,10,1.0,0.0,0.0
65624,10,10,1.0,0.0,
65688,10,10,1.0,0.0,0.0
65726,10,10,1.0,0.0,
65729,10,10,1.0,0.0,
65861,10,10,1.0,0.0,0.0
65904,10,10,1.0,0.0,
65960,10,10,1.0,0.0,
65985,10,10,1.0,0.0,
66193,10,10,1.0,0.0,0.0
66209,10,10,1.0,0.0,
66230,10,10,1.0,0.0,
66436,10,10,1.0,0.0,
66499,10,10,1.0,0.0,
66522,10,10,1.0,0.0,0.0
66534,10,10,1.0,0.0,
66802,10,10,1.0,0.0,
66851,10,10,1.0,0.0,
66859,10,10,1.0,0.0,
66861,10,10,1.0,0.0,0.0
66961,10,10,1.0,0.0,0.0
67045,10,10,1.0,0.0,
67110,10,10,1.0,0.0,
67130,10,10,1.0,0.0,0.0
67160,10,10,1.0,0.0,
67167,10,10,1.0,0.0,0.0
67172,10,10,1.0,0.0,0.0
67191,10,10,1.0,0.0,
67431,10,10,1.0,0.0,0.0
67552,10,10,1.0,0.0,
67603,10,10,1.0,0.0,
67696,10,10,1.0,0.0,0.0
67709,10,10,1.0,0.0,
67761,10,10,1.0,0.047619047619047616,
67803,10,10,1.0,0.0,
67960,10,10,1.0,0.0,
68155,10,10,1.0,0.0,0.0
68224,10,10,1.0,0.0,
68226,10,10,1.0,0.0,
68236,10,10,1.0,0.0,
68329,10,10,1.0,0.0,
68330,10,10,1.0,0.0,
68377,10,10,1.0,0.0,
68445,10,10,1.0,0.0,
68913,10,10,1.0,0.0,
68930,10,10,1.0,0.0,
68945,10,10,1.0,0.0,
68991,10,10,1.0,0.0,
69083,10,10,1.0,0.0,
69096,10,10,1.0,0.0,
