user_id,n_recs,n_shared_author,shortcut_fraction,holdout_recall@10,holdout_long_tail_recall@10
AEI5UAXZBQ5SXPPLI5D7ZLLC7Q7Q,10,3,0.3,0.0,0.0
AEI6U4DU5GRGNQNPB5Q3M3K6SAPQ,10,1,0.1,0.0,0.0
AEI7DYTDWVA3ZI3LWL44JWZ4E4JQ,10,1,0.1,0.0,0.0
AEIB3IDZTOEVMASMETR35S6OSNFA,10,2,0.2,0.0,0.0
AEID3PA45DNZKX5BUQPMBFPBNG3A,10,6,0.6,0.0,
AEIDR5ELP5AXABP3K5CBQDMQEF3Q,10,0,0.0,0.0,
AEIEKUH6Z6OH2GVPS35MCF6C2YNQ,10,1,0.1,0.0,0.0
AEIEZUPOZCGXWTGIKDYE736YBWNQ,10,2,0.2,0.0,0.0
AEIF2GR4TZS3IGJ3CE7KPE36BH3Q,10,1,0.1,0.16666666666666666,
AEIFZ7RCFJNHSOBPBODUVDUFUJ7A,10,4,0.4,0.0,0.0
AEIHDVD2MWZSZKRUYWMRMKQHEQ7A,10,2,0.2,0.0,
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_2_1,10,0,0.0,0.0,
AEIJYKTLI34BJW7VOS354OBGA24A,10,0,0.0,0.0,0.0
AEIKHP34OZXSDQKHIZDSR3MZQFYA,10,2,0.2,0.0,0.0
AEIKOR4LYRGXNDZNKR3JJA6OR2AQ,10,2,0.2,0.16666666666666666,0.0
AEIM2JLPSCPSZM5GZHLSPP5DGDFA,10,0,0.0,0.0,0.0
AEIN5GS477ZI4WI2L6ZKJAU4Y6VQ,10,1,0.1,0.0,0.0
AEISGGHLCD4CJHCYWVTBEUFCD4JA,10,0,0.0,0.0,0.0
AEITN5VWBFOBU7WDYZTLAYTGG7BA,10,0,0.0,0.0,0.0
AEIUZ6AWK7K745G4VMW3VTFDVHLQ,10,1,0.1,0.0,0.0
AEIWIRX7HSBPUU5PT4NZH2YZV4ZA,10,1,0.1,0.0,
AEIWJOHIFSOL6PNKRMASJLMX7TKQ,10,9,0.9,0.0,0.0
AEJ2SKGPRFB4TDRMKIVHCZSC56PA,10,0,0.0,0.0,
AEJ5IZ74676MDNCZTTAY66ZILU3Q,10,2,0.2,0.0,0.0
AEJ7AVPS7KWP4NQ5D5KVROJWZP6Q,10,1,0.1,0.25,
AEJANVQPUFAV45D4QF4SF2KHLP2Q,10,2,0.2,0.0,0.0
AEJC7XDADUMJTGFAHKWOXDNV7EAA,10,0,0.0,0.0,0.0
AEJDQZLMYD5AUO2PD4OJPFFXLX5Q,10,1,0.1,0.0,
AEJFIBPMDHR4SWQKLYGVJX6T3IFA,10,3,0.3,0.0,0.0
AEJG3IEEGXNQP5MVRTOEBZSHW2VA,10,1,0.1,0.0,
AEJH772BM23YVRK3N2V47DCVZ3QA,10,2,0.2,0.0,
AEJHEYDTSLVGAT33LXSNIFUGPPZQ,10,1,0.1,0.0,0.0
AEJHUPJ5VQB37HH4Q5QOZJHI5TFQ,10,0,0.0,0.0,0.0
AEJI3JLDDY7DAGVBK6QGKF5HZAPQ,10,1,0.1,0.0,0.0
AEJML7B26PQE7U4BSTSHBCQTDNWQ,10,5,0.5,0.2,
AEJNZ34EIS2HMK2L42CDLT74WCMA,10,0,0.0,0.16666666666666666,0.0
AEJOAGVMS53VQOEHWOGDLAU363TA,10,0,0.0,0.0,0.0
AEJP73XQSOETXMVQBPJPBBKVRVOA,10,3,0.3,0.0,0.0
AEJPFUEHKHDA525RKFWQBZU3MY2Q,10,1,0.1,0.0,
AEJPQYTMPLTRRRLLJQIOHIPTBZSA,10,0,0.0,0.0,0.0
AEJPTSSVEEDYKUMJQ5YH6LE2PMFA,10,0,0.0,0.0,0.0
AEJTHD3NLWRBBSFEBZZNDVNX34IQ,10,7,0.7,0.0,
AEJWOZC4BAH6D2XW5NISXUOEHHMA,10,0,0.0,0.0,0.0
AEJZMA34QZDQHJE3PRIICGLSHL7Q,10,0,0.0,0.0,0.0
AEK2ODLNOCXJNIHHA7QG7BRMD2CQ,10,0,0.0,0.0,
AEK4264N3ZWOLSQL7QJ734GMV7GA,10,0,0.0,0.0,
AEK5NRQJLR4UB5CDPQW4HKHCQPUA,10,9,0.9,0.2,0.0
AEK7EZ7C6V44Y7MHZZI5Q6DRGAIA,10,4,0.4,0.0,0.0
AEKFFI3ZHHGJKEEY2GHDBDUU35XQ,10,2,0.2,0.0,0.0
AEKG47U2ZSDWCBQWO2CYJJOHGEBQ,10,1,0.1,0.0,
AEKGIBX6SHCC3SYXAX5CZQZNRJ7Q,10,0,0.0,0.0,
AEKGU5KEYVHGNTYTRM2BL5O7AFQA,10,5,0.5,0.0,
AEKH7UEPF7VS2H5TS6S7E244D72A,10,0,0.0,0.0,0.0
AEKHHBB7LPSXVVST3ISDZEW7TXJQ,10,0,0.0,0.0,0.0
AEKJTZNL6BWSFD2SC4PTSLZNURKA,10,4,0.4,0.0,0.0
AEKN5ESHFCUHGLVOK2QK5DHMYOYQ,10,1,0.1,0.0,0.0
AEKPDUCNGW7XIIYTBVCYFQ2G6RXA,10,0,0.0,0.0,0.0
AEKPPOLIAQHRAWICEJKGFNPAZD5Q,10,2,0.2,0.0,0.0
AEKQIEV34GW4FIXHEGP7C4Z2ZIEA,10,3,0.3,0.0,0.0
AEKREDYEXNR2RCS7UH4KFQQ3LPRQ,10,4,0.4,0.0,
AEKS5CJXD5CS3H6N2YNGAMTRDJLA,10,2,0.2,0.0,0.0
AEKTHXEFTMGZLSLWWOGVHSA76OTQ,10,2,0.2,0.0,0.0
AEKWF23K2TG5SJXDONWW3K6BDVVA,10,0,0.0,0.0,
AEKWINGK2KV4XP4H75CQ6IA52RKQ,10,1,0.1,0.0,0.0
AEKY22QCB7EPDF2P4RXZSSNTNMSQ,10,1,0.1,0.0,
AEKYQ3DZ6X3J36VOCL3KUWCMOH6A,10,0,0.0,0.0,0.0
AEKYXJVULXTRHIDGBLVJ64XWN5IA,10,0,0.0,0.0,0.0
AEL2VUYDTGB7VTQQ7INYO5DORTDA,10,2,0.2,0.0,0.0
AEL3DA2RF7ZZSMSFTS6DY4PCQ6KA,10,0,0.0,0.0,0.0
AELA55IUPW7C6HEFF2JZ3GLHQJLQ,10,6,0.6,0.0,0.0
AELI3UAD2WAGMP3HLKTC2HDSZ7IQ,10,1,0.1,0.0,0.0
AELIND6M6RLMXOFMNSZFAZPWNVCA,10,6,0.6,0.0,0.0
AELKGRC6IB2MQGYN4CA4K4CKW4SQ,10,0,0.0,0.0,
AELNKTZKYOXRNBNAQOIXSQW5GRLQ,10,2,0.2,0.0,0.0
AELNWGTMJ6DMWXQ3VQOV7XK5UTHQ,10,0,0.0,0.0,
AELP2CEXNBYBEKA7QB5LZ76UHQVA,10,0,0.0,0.0,0.0
AELQL2T7SKO2JUOD32QCHFK6LFWA,10,4,0.4,0.0,0.0
AELRLZACOGCQWUE2JKAVMOGORTFA,10,0,0.0,0.0,
AELTGW3GWOMNI3JDTD2ZBEEP4ZLQ,10,4,0.4,0.25,
AELTHNAIG7KQIZLYILUHAXGTWC6A,10,0,0.0,0.0,0.0
AELXIWO4NQK74LMLOXAFUBPKBIIA,10,0,0.0,0.0,0.0
AEM2TL7XTMNEY6VBQOXMB6CKEGFA,10,1,0.1,0.0,
AEM4MJNG3NMBZDMEWMDCIZ2ZVZXQ,10,0,0.0,0.0,0.0
AEMC6IS7V2ZQXQYZIN5VTPZ2F2GQ,10,2,0.2,0.0,0.0
AEMDUNGRCCSVUOM4M2X2TYPLRAVA,10,4,0.4,0.0,
AEME4RSLX7EFI5RSSLPKECCZ5TSA,10,2,0.2,0.2,
AEMSNGIYEV5IGI67T2FQSS5TKGUA,10,1,0.1,0.0,0.0
AEMTLSMNHPY3MDIYZGWP3AME4SKA,10,0,0.0,0.0,0.0
AEMTMJU4IGLOGGYPQVQKCWQEBZMQ,10,0,0.0,0.0,0.0
AEMUHZGDHRORTTX5Z6RRFOAEYJTA,10,0,0.0,0.0,
AEMYEHCKJC6ACETUD464VOXBRBKA,10,3,0.3,0.2857142857142857,0.0
AEN2EG4TVL3W2MCF2M47AI3AYRDA,10,6,0.6,0.0,0.0
AEN2N4CUCLSOT5HSELJVMDPLRG2Q,10,6,0.6,0.0,0.0
AEN3GNFZHJ4VSCE4YYXLGGJU7ZBA,10,0,0.0,0.0,
AEN5I3BZBHGXS3PHFRW74OVBVVGA,10,5,0.5,0.0,0.0
AEN5WTEWCGW6YPKQBALFLDUXUJVA,10,1,0.1,0.0,0.0
AEN5YQD32TYCDCSH44DHBVPNUBOQ,10,0,0.0,0.0,
AENB7XZR7CQA225LS72VDXMW54RA,10,2,0.2,0.0,
AENDTO74FSVBOOBYEV5UP7C6CAPQ,10,2,0.2,0.0,
AENFUH65F4DQSUML4ZGYETLHOUPA,10,9,0.9,0.0,0.0
AENH26VFYJQVORKN3K6PTFSNXP2A,10,0,0.0,0.0,
AENH6CYFNMAFYE3WTD2ILT3NNRNQ,10,2,0.2,0.0,0.0
AENHJFPZU6DXKMJ6FIEOJDKA2EJA,10,1,0.1,0.0,
AENI33GCGENHGKP7ZNGBVEZHMXQQ,10,2,0.2,0.0,0.0
AENIAYF2WUFKC7UXZ5YLQTEOVIOQ,10,1,0.1,0.0,0.0
AENIJI3JBKOOS6BJ7S7SLUEBMFSQ,10,3,0.3,0.0,0.0
AENJSNLDGOSZMICXRYSX53TZXJZQ,10,0,0.0,0.0,0.0
AENNPOWHSDG6FZXL5AC7KGVPAPLA,10,1,0.1,0.0,0.0
AENOV7PVFKAMLSU624FFLLB3EHAQ,10,3,0.3,0.0,0.0
AENS7EZI75CNPARGT3UCNNFJKJGQ,10,0,0.0,0.0,
AEO3J65KAZ2LQRKHUNJXTDCSXPSQ,10,0,0.0,0.0,
AEO46HGQBWDQQHHXGM3DC64WWSIA,10,1,0.1,0.0,
AEO5CQ5ZMRVDNDVBB3G7ZZDPCQGQ,10,7,0.7,0.0,0.0
AEO6KAJT4WEYDECCPDXQHJRBKNZA,10,0,0.0,0.0,0.0
AEO6MBZ7VCDP76UTLSIFVDXHIH6Q,10,9,0.9,0.0,0.0
AEOCHDVENID4PLB4GFX5WBHH6T4A,10,3,0.3,0.0,0.0
AEOFJ7PTDAUCHOLHA7F57RM7YG5Q,10,0,0.0,0.0,
AEOFSEWVZRACZ5NOFZNXEUT7VGKA,10,0,0.0,0.0,0.0
AEOJJNU2YGEVTVEW2MJCXX4V5OYQ,10,2,0.2,0.0,0.0
AEOJVWQW72WFJW3RWDAVJWK7E2XQ,10,1,0.1,0.0,0.0
AEOKHVZIRIHWHAFTCKWNXLQJCCLA,10,1,0.1,0.0,
AEOKXTRNQOL6C2WL4UDKCHYZ6LLQ,10,0,0.0,0.0,
AEOLP6DWX5AGS5XVTFIVLEFUOHUQ,10,1,0.1,0.0,0.0
AEOOELARI5NKKDRTN32TV436RKIA,10,0,0.0,0.0,
AEOPO3AIE23AZGJBTCHOCC6LQCJA,10,2,0.2,0.0,0.0
