user_id,silhouette,essence_recall,recency_recall,essence_lt,recency_lt,stratum
AE7DOD72UCUJ4YCYXQMDSDFIDH2Q,0.02218909002840519,0.0,0.0,0.0,0.0,low
AE7EEXVSBZJR6H5V4G2APKJAGDRA,0.029306303709745407,0.0,0.0,,,low
AE7F4Q4FI6FN2FXC6TJW5FS2B4KQ,0.0376155823469162,0.0,0.0,0.0,0.0,medium
AE7FC5YJJSQ5QAXL5J4GBFQ52AVA,0.014592144638299942,0.0689655172413793,0.0344827586206896,0.1428571428571428,0.0,low
AE7HKWEYQGSL6J2NS25S2XXH3SBA,0.09812808781862259,0.0,0.0,,,high
AE7HUGGKDH6LGNVOMFMY6NTG4YBQ,0.06881006807088852,0.0,0.0,0.0,0.0,high
AE7JHYVQBFVNCPTLV3POFLHOMULQ,0.03444259241223335,0.0,0.0,,,low
AE7KJLDBHYCA6Z4CVAIRTMAIOUNQ,0.036389853805303574,0.0,0.0,0.0,0.0,low
AE7MEWDMTDZDHDVJKWGKB3MCAIPA,0.046771761029958725,0.0,0.0,0.0,0.0,medium
AE7NJBCDLDS3GMXV3LN55U23OIZQ,0.021960405632853508,0.0,0.0,0.0,0.0,low
AE7R3JK73JEXTUC3J36FE5X5FJAQ,0.058605797588825226,0.0,0.0,0.0,0.0,medium
AE7UWKMZA6DOZTHJVXEI3ZQV7TSQ,0.058906834572553635,0.0,0.0,,,medium
AE7WC5BVTWMWDWU6YO66JSWIDQEQ,0.11560456454753876,0.0,0.0,,,high
AE7YNU75R4Q5EDFGD5GHFHN5U6LQ,0.042852532118558884,0.0,0.0,,,medium
AEA27IIUHGPUCMUMGFACNRNDKF3A,0.18874675035476685,0.0,0.0,0.0,0.0,high
AEA2RTKQFCBIFICU4LW537E3SF6A,0.13348492980003357,0.0,0.0,,,high
AEA37BHOBFANFBUOKXHGKHRE4C2A,0.046285539865493774,0.0,0.0,0.0,0.0,medium
AEAB7UDZQBD4BNE3MS7MVXD3LYZA,0.08601588755846024,0.0,0.0,0.0,0.0,high
AEAEEWYVZ2PYHOG3JLVGJ2BIYQYQ,0.13455328345298767,0.0,0.0,,,high
AEAGCIMGDOZO4UE4KHV2Y4KGGIKA,0.03219021111726761,0.0,0.0,0.0,0.0,low
AEAIBHGHPGEMIOSJUHXM23QRYOAA,0.09312380850315094,0.0,0.0,0.0,0.0,high
AEAIYWJDA77GH4GUZBBBU3IPMFRQ,0.018092647194862366,0.0,0.0,,,low
AEAJ4XROS3EJ7JB4ZMKP35YIWU3A,0.02455446682870388,0.0,0.0,0.0,0.0,low
AEAKSVYQPLKKNTW4RNE6E6UHD2CA,0.1011061742901802,0.0,0.1428571428571428,,,high
AEAN4MNOJVFSMD2ZFMKYQ4X4N2HA,0.08305851370096207,0.1538461538461538,0.1538461538461538,,,high
AEAPBPDVH2ITSUQTUV3AZN5V3RXA,0.015386305749416351,0.0,0.0,0.0,0.0,low
AEAR2TC7VZCNLUVXVJGLO6UFOO4A,0.08192701637744904,0.0,0.0,,,high
AEASMGHEEOS3VTNAH5XF72VV6NMQ,0.03959309682250023,0.0,0.0,0.0,0.0,medium
AEATHWSJO64CIZJWAFS74KTUWE5Q,0.06387939304113388,0.25,0.25,1.0,1.0,medium
AEAXIHND3PQZVYWBSKHEZVELNC6Q,0.02064415067434311,0.0,0.0416666666666666,0.0,0.0,low
AEBAQTUQLJAJPIY4XSKAHQ6ZQRZQ,0.028951546177268028,0.0,0.0,,,low
AEBHKFOA5GOEFOBILCDGSINIJH6Q,0.05783812701702118,0.0,0.0,0.0,0.0,medium
AEBILCVEHOQQIUYFGCZHXNYSJPQQ,0.027425361797213554,0.0,0.0,0.0,0.0,low
AEBMHNX4DJIPJWDDLX2OGECFVSXA,0.0063250139355659485,0.0,0.0,0.0,0.0,low
AEBN3ZEJBUAQOQSYUFDCNQPSYXIA,0.02573327347636223,0.0,0.0,0.0,0.0,low
AEBPL62TPS6L4GC6AJWKOID6FP5Q,0.02019261196255684,0.0,0.0,0.0,0.0,low
AEBPRIVHDA6BJYQDKE2UTL5Y2TXQ,0.11469576507806778,0.0,0.2,0.0,0.0,high
AEBQYIJ2ZKM3Q7CCYDWWTQSZAFOA,0.03428015857934952,0.0,0.0,0.0,0.0,low
AEBTZ533CGSDBLRIUDYVI2Y2MDJA,0.04501061141490936,0.0,0.0,0.0,0.0,medium
AEBV2DAMJ36JSEFIY4OM5QXQMX2A,0.024936238303780556,0.0,0.0,0.0,0.0,low
AEBYQHEW6TRETTBLICHHQIUJUCPQ,0.06229378283023834,0.0,0.0,0.0,0.0,medium
AEBZ3XWQCG23UY7HLZDXXYE7JCAQ,0.12425787001848221,0.2,0.0,0.0,0.0,high
AEC3JL3L5COQT3736SYI7LMMQS4Q,0.10565048456192017,0.0,0.0,,,high
AEC6N2FWZBI4BI24H7ZXGPHULNRQ,0.048656165599823,0.0,0.0,,,medium
AECAZYV46EMIQD63JR6NNO6IYZFA,0.02504095621407032,0.0,0.0,,,low
AECCVFESJPHVAS4RVRKEA4EEXXXQ,0.02397000417113304,0.0,0.0,0.0,0.0,low
AECDCYZOTXQR7II22FBWUQOXX3HQ,0.1637905389070511,0.0,0.0,0.0,0.0,high
AECDNCG2FWKR75NVGAJBHGHSTWLA,0.04275638610124588,0.0,0.0,,,medium
AECFRCKXOWJ4PB5Z2VGG345TM65Q,0.12302587926387787,0.0,0.0,,,high
AECFSTETVURAXDHXR4T3745IQNPA,0.06682857125997543,0.0,0.0,,,high
AECKRIBEGVXZJZY43V3HG7ZQNQUQ,0.05489329248666763,0.0,0.0,0.0,0.0,medium
AECL7JB5WQ5HTVCYDYW3XE2JBPHQ,0.05374828726053238,0.0,0.0,,,medium
AECM64WE6UTVEZ6JPBFJ3HZRS2CQ,0.10890107601881027,0.0,0.0,,,high
AECPVEJ4XSSVLYRJMZRULTHZHTGQ,0.06768378615379333,0.2,0.6,,,high
AECQIXEHDH7NBXK6A2FRF2QZHDPQ,0.0860174223780632,0.0,0.0,0.0,0.0,high
AECT4QHKYMP3TTJ35M73OO5ZYRCA,0.15048518776893616,0.0,0.0,,,high
AECTF3HARL3U5KUKZYKIQ7Q7ZMSA,0.0473177470266819,0.0,0.0,,,medium
AECZYIRDYWLSY4LRB6WFWDW3NF5A,0.05392973870038986,0.0,0.0,0.0,0.0,medium
AED2GOLVKYNCMEMV6DGHZKMYTUKQ,0.07306966930627823,0.0,0.0,,,high
AED2YPA2SNGJGNVYELKNR3YUWUJQ,0.05581744387745857,0.0,0.0,0.0,0.0,medium
AED3PQGKE2MP7OA6YA7ITROMHQEQ,0.048142801970243454,0.0,0.0454545454545454,0.0,0.0,medium
AED3TIUTVGBYQIVHFQ7BL5XXMEEQ,0.15859214961528778,0.0,0.0,,,high
AED4NEC25KAVQYWMAVUPF5ZJGTAQ,0.09650783240795135,0.0,0.0,,,high
AED67S5C67COQ6E3IWLCN5NO7VLA,0.02610611356794834,0.0,0.0,,,low
AED7ZMGX2J2O5YXONLDQCSFFUS4A,0.03743751719594002,0.0,0.0,0.0,0.0,medium
AEDAFCOGJU5QB55TRPIB3PKP2YPQ,0.033152107149362564,0.0,0.0,0.0,0.0,low
AEDGWSW5ZO7QCGU5UD47IQ5BJ6MQ,0.03480241447687149,0.0,0.0,,,low
AEDHKOIH6WAOPG7NPJHXCIGHKSBQ,0.05416419357061386,0.0,0.0,0.0,0.0,medium
AEDI34V7XXO7LG7B2PG2XRJQ5EHQ,0.10400921106338501,0.0,0.0,,,high
AEDIKSFRX5JXTPBFH4WEVHDENUUQ,0.021573709324002266,0.0,0.0,0.0,0.0,low
AEDKUI35LSPOZADCPBARMRQMPSGQ,0.04758280888199806,0.0,0.0,0.0,0.0,medium
AEDM7KNLPWPILDHY2PIF2FNDQSMA,0.034697551280260086,0.0,0.0,0.0,0.0,low
AEDNHNJFJOE7GJ3ZNYVIZNTAOK2Q,0.10463834553956985,0.0,0.0,0.0,0.0,high
AEDTPSV5TKV6TFHVUN5KKB4SJAFQ,0.05916614085435867,0.1428571428571428,0.0,0.0,0.0,medium
AEDYOS5VDOGIV6EQEO6KVJUS4V5Q,0.0449298620223999,0.25,0.25,,,medium
AEDZBNHNKSIXOHEUKYYPMIOYLB6Q,0.10679049789905548,0.0,0.0,,,high
AEECHRG42M53EIZTJ7HVXZQI4U4Q,0.03796152025461197,0.0,0.0,0.0,0.0,medium
AEEGVVKWQ3UBYZBBJGKI76LKJAFQ,0.10844549536705017,0.0,0.1428571428571428,0.0,0.3333333333333333,high
AEEJEKEDIYEAJRUREDLANBFCGUVQ,0.02843640185892582,0.0,0.0,0.0,0.0,low
AEEJPOPGZKVV7ATPNSU346IXCFKQ,0.02917807176709175,0.0,0.0,0.0,0.0,low
AEEJXJFDOZHMRHI7CNSTEX77XXWA,0.041920583695173264,0.0,0.0,0.0,0.0,medium
AEEMAQWZ7FWRTRG6L5BEGVZ24MNQ,0.02344512939453125,0.0,0.0,0.0,0.0,low
AEEMFZXUUFIQCI5A2MZYX5YQE6GA,0.12482868134975433,0.5,0.75,0.0,1.0,high
AEENUFZZ7VZ3QRDEXMFL34COQIAA,0.028948931023478508,0.0,0.0,,,low
AEERK55JHJK5CO6ECZEHRJVVMP3Q,0.014890606515109539,0.0,0.0,0.0,0.0,low
AEERZ6EBGS2TMZ5HUTJJPLOCTLUA,0.04165178909897804,0.0,0.0,,,medium
AEESVU5UOECM5KSS3YAWLTABB7SA,0.11292530596256256,0.0,0.0,0.0,0.0,high
AEEWEZZ5OFTB6CSO6CHOAA56HWMQ,0.05932372063398361,0.0,0.0,0.0,0.0,medium
AEEWYZKH4OGRHNPVL2UIMYF6Q7BA,0.03640233725309372,0.0,0.0,,,low
AEEYGYMKWB4NMP7XEOKRRJB6ZXOA,0.01969606801867485,0.0,0.0,0.0,0.0,low
AEEYQNUYWOE4DA5SZ32PUA6I5VRA,0.03766356408596039,0.0,0.0,0.0,0.0,medium
AEF23RYE2HBCPG447X2JD6J7G52A,0.018821194767951965,0.0,0.0,0.0,0.0,low
AEF5U6HJFT7LRRHXDBXQEQKQ4R6Q,0.0427708737552166,0.0,0.0,0.0,0.0,medium
AEFA7QXOFRL2NABVRTPMSM5SXLDA,0.04542180895805359,0.0,0.0,0.0,0.0,medium
AEFEJHBNSMLDSE6VAENHF3JTEUJA,0.022461609914898872,0.0,0.0,0.0,0.0,low
AEFEQBCTSOCM2EZ2EGWMH5RJGCEA,0.041138045489788055,0.0,0.0,0.0,0.0,medium
AEFH67R3UHKTHNT5VSRKRLM3CMNQ,0.062374673783779144,0.0,0.0,0.0,0.0,medium
AEFIPFXGCLEEUYG2RK4ZLBC2ETKQ,0.029155807569622993,0.0,0.0,0.0,0.0,low
AEFNK3NSCPOCOIONNSPQ5XTQI4SA,0.08350935578346252,0.0,0.0,,,high
AEFQLMDRHWAJBF5ZGU24UFIM2PXQ,0.07019198685884476,0.0,0.0,0.0,0.0,high
AEFRH7NOWYFGWTHRO5FBH4HRDXJQ,0.018801089376211166,0.0,0.0,0.0,0.0,low
AEFRZZPFLH2D4JEEZWNM2QP7VUQQ,0.02632603608071804,0.0,0.0,0.0,0.0,low
AEFWA4RPS6UJZNM3VYR3YC7AFMBQ,0.01970789209008217,0.0,0.0,0.0,0.0,low
AEFWB23CABW4VX2PJ7IYU7MSWGHQ,0.05806889757514,0.0,0.0,,,medium
AEFYN24GIJD3PF5UHP7TRKUEZKSA,0.07863989472389221,0.0,0.0,,,high
AEG27DGPKCQ5ZWXYWSJP6QM3AAIA,0.05625418201088905,0.0,0.0,0.0,0.0,medium
AEG6JGSUOD2W3E4YNPWHVYEMMVIA,0.03174867480993271,0.0,0.0,0.0,0.0,low
AEGD27E2R5NPNVOKSOEQ6FI54SZQ,0.037083666771650314,0.0,0.0,0.0,0.0,medium
AEGDYPMSKYVXJV5ITGUWJBM63HTQ,0.060508061200380325,0.0,0.0,0.0,0.0,medium
AEGFFH5RWY7KQZT3HLOKAMK3JZ5A,0.05852457508444786,0.0,0.0,0.0,0.0,medium
AEGJRNSGJ4S2IH33KSH45ICZ4UOQ,0.04177599772810936,0.0,0.0,,,medium
AEGLMXXDXIEN2GTXMMBD4RPFYV3A,0.05357937514781952,0.0,0.0,,,medium
AEGLWCLYPWJR5MISZI2R536DRGVA,0.02859601192176342,0.0,0.0,0.0,0.0,low
AEGNLI4GH2WPBOMTCJUES6G6SCCQ,0.019829511642456055,0.0,0.0,0.0,0.0,low
AEGQ5337JE7AZVWQB4NH3D3WLSGA,0.03773295506834984,0.0,0.0,0.0,0.0,medium
AEGQTA4YSBF6A7ETUOUGFTZASJLQ,0.0888986811041832,0.0,0.0,,,high
AEGSNK3H7CQ5RQTO3VEUA7ERV7ZA,0.03453795984387398,0.0,0.0,0.0,0.0,low
AEGTJIWQKVA5K2C7XCOOCUWDX7KQ,0.03012530691921711,0.0,0.0,,,low
AEGZ6HJQWPXJNPNRXWYHSOEXFCHA,0.07016012072563171,0.0,0.0,0.0,0.0,high
AEH3PHNVNSH6XTESIP6JIMOUYQ4A,0.043161116540431976,0.0,0.0,0.0,0.0,medium
AEH74W5HKKUU4ATDNSACSSQHSE3A,0.08316513150930405,0.0,0.0,,,high
AEHBOFYTNFSD2522T3QQKA6AN67Q,0.056838974356651306,0.0,0.0,,,medium
AEHCLDKH7JVEUVXISNWXN72BVIEA,0.10708019882440567,0.0,0.0,0.0,0.0,high
AEHEHGC7266BDBZFW4CFBQ5XUXZA,0.08010727167129517,0.0,0.0,0.0,0.0,high
AEHEORTA5L6RK6HJ6EQGI4M7I35A,0.11008986085653305,0.0,0.0,0.0,0.0,high
AEHIZZWVTLEKHGRW53EE33PVWGJA,0.045437660068273544,0.0,0.0,0.0,0.0,medium
AEHKDITJSRMJ4O67W74EBS2I2LAQ,0.031091662123799324,0.0,0.0,,,low
AEHOIAZ54JAVWFIIVNP7HDP4WHGA,0.018002444878220558,0.0,0.0,0.0,0.0,low
AEHQOWODMPOUGWT4MIYKIJLNWSFQ,0.04695981368422508,0.0,0.0,0.0,0.0,medium
AEHSPPWMKD3UUNOD4AMUUNV7O5KA,0.07444439083337784,0.0,0.0,0.0,0.0,high
AEHT5W5PE3RE2MCZXXNO7M3REICQ,0.10258029401302338,0.4,0.4,,,high
AEHTXGJEUCDDT26FNE7IQO55FPWQ,0.03580451384186745,0.0,0.0,,,low
AEHVHK3KO5WFC5DJG7CYRHSAVV4A,0.055657558143138885,0.0,0.0,,,medium
AEI3YEAVL2VKZ4RVDCH3RYUD4FYA,0.11463795602321625,0.0,0.0,,,high
AEI4TR2QQJ7VTDKHJEI7IAVZAFBQ,0.12004882097244263,0.0,0.0,,,high
AEI5UAXZBQ5SXPPLI5D7ZLLC7Q7Q,0.02246852032840252,0.0,0.0,0.0,0.0,low
AEI6U4DU5GRGNQNPB5Q3M3K6SAPQ,0.04422162473201752,0.0,0.0,0.0,0.0,medium
AEI7DYTDWVA3ZI3LWL44JWZ4E4JQ,0.06429436057806015,0.0,0.0,0.0,0.0,medium
AEIB3IDZTOEVMASMETR35S6OSNFA,0.052258770912885666,0.0,0.0,0.0,0.0,medium
AEID3PA45DNZKX5BUQPMBFPBNG3A,0.024531126022338867,0.0,0.0,,,low
AEIDR5ELP5AXABP3K5CBQDMQEF3Q,0.02820744551718235,0.0,0.0,,,low
AEIEKUH6Z6OH2GVPS35MCF6C2YNQ,0.021907934918999672,0.0,0.0,0.0,0.0,low
AEIEZUPOZCGXWTGIKDYE736YBWNQ,0.05909287929534912,0.0,0.0,0.0,0.0,medium
AEIF2GR4TZS3IGJ3CE7KPE36BH3Q,0.13258373737335205,0.1666666666666666,0.0,,,high
AEIFZ7RCFJNHSOBPBODUVDUFUJ7A,0.03332751989364624,0.25,0.25,0.0,0.0,low
AEIHDVD2MWZSZKRUYWMRMKQHEQ7A,0.02841947413980961,0.0,0.0,,,low
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_2_1,0.04434165731072426,0.0,0.0,,,medium
AEIJYKTLI34BJW7VOS354OBGA24A,0.03378182649612427,0.0,0.0,0.0,0.0,low
AEIKHP34OZXSDQKHIZDSR3MZQFYA,0.0643480196595192,0.0,0.0,0.0,0.0,medium
AEIKOR4LYRGXNDZNKR3JJA6OR2AQ,0.07860122621059418,0.1666666666666666,0.0,0.0,0.0,high
AEIM2JLPSCPSZM5GZHLSPP5DGDFA,0.01522014383226633,0.0,0.0,0.0,0.0,low
AEIN5GS477ZI4WI2L6ZKJAU4Y6VQ,0.029697595164179802,0.0,0.0,0.0,0.0,low
AEISGGHLCD4CJHCYWVTBEUFCD4JA,0.027111917734146118,0.0,0.0,0.0,0.0,low
AEITN5VWBFOBU7WDYZTLAYTGG7BA,0.03145309165120125,0.0,0.0,0.0,0.0,low
AEIUZ6AWK7K745G4VMW3VTFDVHLQ,0.08243962377309799,0.0,0.0,0.0,0.0,high
AEIWIRX7HSBPUU5PT4NZH2YZV4ZA,0.027430303394794464,0.0,0.0,,,low
AEIWJOHIFSOL6PNKRMASJLMX7TKQ,0.06184010952711105,0.125,0.0,1.0,0.0,medium
AEJ2SKGPRFB4TDRMKIVHCZSC56PA,0.0965183898806572,0.0,0.0,,,high
AEJ5IZ74676MDNCZTTAY66ZILU3Q,0.05274118855595589,0.0,0.0,0.0,0.0,medium
AEJ7AVPS7KWP4NQ5D5KVROJWZP6Q,0.1725672483444214,0.25,0.25,,,high
AEJANVQPUFAV45D4QF4SF2KHLP2Q,0.018793689087033272,0.0,0.0,0.0,0.0,low
AEJC7XDADUMJTGFAHKWOXDNV7EAA,0.014313148334622383,0.0,0.0,0.0,0.0,low
AEJDQZLMYD5AUO2PD4OJPFFXLX5Q,0.036877721548080444,0.0,0.0,,,medium
AEJFIBPMDHR4SWQKLYGVJX6T3IFA,0.04627596214413643,0.0,0.0,0.0,0.0,medium
AEJG3IEEGXNQP5MVRTOEBZSHW2VA,0.04421749711036682,0.0,0.0,,,medium
AEJH772BM23YVRK3N2V47DCVZ3QA,0.02082725241780281,0.0,0.0,,,low
AEJHEYDTSLVGAT33LXSNIFUGPPZQ,0.05155463144183159,0.0,0.0,0.0,0.0,medium
AEJHUPJ5VQB37HH4Q5QOZJHI5TFQ,0.032822851091623306,0.0,0.0,0.0,0.0,low
AEJI3JLDDY7DAGVBK6QGKF5HZAPQ,0.06965406984090805,0.0,0.0909090909090909,0.0,0.0,high
AEJML7B26PQE7U4BSTSHBCQTDNWQ,0.16651150584220886,0.2,0.2,,,high
AEJNZ34EIS2HMK2L42CDLT74WCMA,0.10859540849924088,0.1666666666666666,0.1666666666666666,0.0,0.0,high
AEJOAGVMS53VQOEHWOGDLAU363TA,0.029996905475854874,0.0,0.0,0.0,0.0,low
AEJP73XQSOETXMVQBPJPBBKVRVOA,0.0407036617398262,0.0,0.0,0.0,0.0,medium
AEJPFUEHKHDA525RKFWQBZU3MY2Q,0.05296984314918518,0.0,0.0,,,medium
AEJPQYTMPLTRRRLLJQIOHIPTBZSA,0.1214303970336914,0.0,0.0,0.0,0.0,high
AEJPTSSVEEDYKUMJQ5YH6LE2PMFA,0.024235595017671585,0.0,0.0,0.0,0.0,low
AEJTHD3NLWRBBSFEBZZNDVNX34IQ,0.08036437630653381,0.3076923076923077,0.3076923076923077,,,high
AEJWOZC4BAH6D2XW5NISXUOEHHMA,0.03659721836447716,0.0,0.0,0.0,0.0,low
AEJZMA34QZDQHJE3PRIICGLSHL7Q,0.02072949707508087,0.0,0.0,0.0,0.0,low
AEK2ODLNOCXJNIHHA7QG7BRMD2CQ,0.027513690292835236,0.0,0.0,,,low
AEK4264N3ZWOLSQL7QJ734GMV7GA,0.0504758320748806,0.0,0.0,,,medium
AEK5NRQJLR4UB5CDPQW4HKHCQPUA,0.12060569226741791,0.0,0.0,0.0,0.0,high
AEK7EZ7C6V44Y7MHZZI5Q6DRGAIA,0.12682734429836273,0.0,0.0,0.0,0.0,high
AEKFFI3ZHHGJKEEY2GHDBDUU35XQ,0.04295489564538002,0.0,0.0,0.0,0.0,medium
AEKG47U2ZSDWCBQWO2CYJJOHGEBQ,0.044635992497205734,0.0,0.0,,,medium
AEKGIBX6SHCC3SYXAX5CZQZNRJ7Q,0.03359798341989517,0.0,0.0,,,low
AEKGU5KEYVHGNTYTRM2BL5O7AFQA,0.0737961083650589,0.0,0.0,,,high
AEKH7UEPF7VS2H5TS6S7E244D72A,0.016278190538287163,0.0,0.0909090909090909,0.0,0.0,low
AEKHHBB7LPSXVVST3ISDZEW7TXJQ,0.04506295174360275,0.0,0.0,0.0,0.0,medium
AEKJTZNL6BWSFD2SC4PTSLZNURKA,0.03129466995596886,0.0,0.1428571428571428,0.0,0.0,low
AEKN5ESHFCUHGLVOK2QK5DHMYOYQ,0.04652542248368263,0.0,0.0,0.0,0.0,medium
AEKPDUCNGW7XIIYTBVCYFQ2G6RXA,0.07910770922899246,0.0,0.0,0.0,0.0,high
AEKPPOLIAQHRAWICEJKGFNPAZD5Q,0.05099533125758171,0.0,0.0,0.0,0.0,medium
AEKQIEV34GW4FIXHEGP7C4Z2ZIEA,0.059634506702423096,0.0,0.0,0.0,0.0,medium
AEKREDYEXNR2RCS7UH4KFQQ3LPRQ,0.03375700116157532,0.0,0.0,,,low
AEKS5CJXD5CS3H6N2YNGAMTRDJLA,0.028490211814641953,0.0,0.0,0.0,0.0,low
AEKTHXEFTMGZLSLWWOGVHSA76OTQ,0.034934207797050476,0.0,0.0,0.0,0.0,low
AEKWF23K2TG5SJXDONWW3K6BDVVA,0.04220564663410187,0.0,0.0,,,medium
