userId,movieId,rating,timestamp
67,2141,3.0,975661828
67,2142,2.0,975661908
67,2161,5.0,975662347
67,2167,4.0,975663969
67,2173,3.0,975662347
67,2174,3.0,975662347
67,2193,4.0,975662347
67,2273,3.0,975663969
67,2291,4.0,975660705
67,2353,3.0,975663879
67,2453,2.0,975662347
67,2571,5.0,975663879
67,2617,4.0,975663969
67,2628,3.0,975662161
67,2700,4.0,975661664
67,2701,2.0,975664273
67,2723,3.0,975663969
67,2791,3.0,975660743
67,2797,3.0,975662347
67,2858,5.0,975660622
67,2987,4.0,975661664
67,3034,5.0,975661664
67,3082,4.0,975664056
67,3213,4.0,975661625
67,3264,3.0,975662801
67,3325,4.0,975661495
67,3438,1.0,975662161
67,3439,1.0,975662161
67,3440,1.0,975660478
67,3484,4.0,975661278
67,3489,2.0,975662161
67,3555,5.0,975660820
67,3799,1.0,975661495
67,4002,3.0,975660622
67,4003,3.0,975661054
92,47,4.0,1150129483
92,50,5.0,1150129463
92,110,5.0,1150129137
92,161,3.5,1150129203
92,246,3.0,1150129024
92,260,5.0,1150129513
92,318,5.0,1150129198
92,356,5.0,1150129238
92,428,4.0,1150129421
92,457,5.0,1150129130
92,466,2.0,1150128966
92,474,4.0,1150129241
92,508,5.0,1150129582
92,553,5.0,1150129521
92,589,4.0,1150129549
92,593,4.5,1150129488
92,1036,5.0,1150129186
92,1060,5.0,1150129557
92,1090,4.0,1150129577
92,1196,5.0,1150129516
92,1198,4.5,1150129332
92,1240,5.0,1150129566
92,1242,4.0,1150129135
92,1259,4.0,1150129319
92,1270,4.0,1150129372
92,1291,5.0,1150129379
92,1358,3.0,1150128973
92,1393,4.5,1150129388
92,1610,4.5,1150129357
92,1625,3.5,1150129475
92,1639,3.0,1150128983
92,1673,3.0,1150129008
92,1704,4.5,1150129141
92,1954,4.5,1150129478
92,1961,4.5,1150129225
92,1968,4.5,1150129552
92,2000,4.0,1150129362
92,2194,3.5,1150129205
92,2268,5.0,1150128957
92,2353,3.5,1150128988
92,2501,4.0,1150129191
92,2529,3.0,1150129034
92,2571,3.5,1150129452
92,2617,3.0,1150128970
92,2699,2.5,1150128980
92,2762,4.0,1150129147
92,2804,4.5,1150129541
92,2918,5.0,1150129366
92,3039,3.5,1150129423
92,3071,4.0,1150129386
92,3098,4.0,1150129222
92,3256,4.5,1150129527
92,3408,4.0,1150128955
92,3421,5.0,1150129369
92,3499,4.0,1150129317
92,3508,4.0,1150129230
92,3578,5.0,1150129195
92,3753,3.5,1150129046
92,3897,3.5,1150129465
92,3916,4.5,1150129127
92,3948,4.0,1150129043
92,4007,4.5,1150129529
92,4085,4.5,1150129376
92,4226,4.5,1150129560
92,4306,4.5,1150129410
92,4616,4.0,1150129439
92,4995,4.5,1150129019
92,5010,4.0,1150129524
92,5445,4.0,1150129415
92,5464,3.5,1150129391
92,5989,4.0,1150129178
92,6377,4.0,1150129404
92,6378,4.0,1150129446
92,6539,4.5,1150129030
92,6565,3.5,1150129322
92,6979,4.0,1150129493
92,7018,4.0,1150129338
92,7143,3.5,1150129156
92,8636,3.5,1150129342
92,8798,4.0,1150129499
92,8958,4.5,1150129570
92,33166,5.0,1150129543
92,33660,3.5,1150129101
92,33794,4.0,1150129188
92,34162,4.5,1150129427
92,40819,4.0,1150129345
92,41569,4.0,1150129431
92,44195,4.0,1150129095
182,260,5.0,992730530
182,1210,5.0,992730511
182,1373,2.0,992730530
182,1376,3.0,992730486
182,2401,5.0,992730463
182,3101,4.0,992730486
182,3827,3.0,992730792
182,3916,4.0,992730768
182,3955,1.0,992730807
182,3977,3.0,992730779
182,4280,3.0,992730711
182,4296,2.0,992730689
182,4306,4.0,992730676
182,4318,3.0,992730664
182,4321,3.0,992730664
182,4322,3.0,992730664
182,4327,4.0,992730635
182,4333,2.0,992730635
182,4351,2.0,992730608
182,4361,2.0,992730596
264,178,5.0,1543389907
264,260,3.0,1543390081
264,296,2.0,1543393364
264,1203,3.0,1543391250
264,1297,4.0,1543392571
264,1653,4.0,1543393279
264,1735,4.0,1543390961
264,1747,4.0,1543390788
264,1923,2.0,1543393677
264,1968,3.0,1543392638
264,2169,4.0,1543390901
264,2864,5.0,1543389745
264,2888,4.0,1543390923
264,2918,5.0,1543392597
264,2959,2.0,1543391191
264,3948,3.5,1543393642
264,4993,2.0,1543390029
264,34319,4.0,1543390648
264,35836,4.5,1543393733
264,42725,4.5,1543389937
264,47997,5.0,1543390455
264,54503,3.5,1543391591
264,59369,4.5,1543392262
264,79592,4.0,1543389636
264,79702,3.0,1543392469
264,87485,4.0,1543392071
264,87869,3.0,1543393592
264,93510,5.0,1543391407
264,96110,4.5,1543392895
264,96616,4.5,1543392150
264,112450,5.0,1543389709
264,119141,4.5,1543392852
264,129737,4.0,1543391841
264,131013,5.0,1543389585
264,134393,3.5,1543391784
264,159093,2.0,1543392370
264,161922,4.0,1543392714
264,187031,2.0,1543393245
335,165,3.5,1562165409
335,260,5.0,1562164970
335,318,5.0,1562164961
335,356,4.0,1562164967
335,1036,4.0,1562165108
335,1196,5.0,1562164963
335,1197,5.0,1562164971
335,1210,5.0,1562164973
335,1370,4.0,1562165403
335,1704,5.0,1562165103
335,3623,4.0,1562165405
335,5418,4.0,1562165173
335,5989,5.0,1562165122
335,6378,5.0,1562165286
335,8361,4.0,1562165445
335,33493,3.5,1562165279
335,48516,4.0,1562165125
335,52722,3.0,1562165408
335,53996,4.0,1562165439
335,54286,4.0,1562165111
335,58559,4.0,1562165106
335,59315,5.0,1562165177
335,74458,5.0,1562165185
335,78469,4.0,1562165292
335,78637,4.0,1562165444
335,79132,5.0,1562165135
335,85414,4.0,1562165194
335,87520,4.0,1562165413
335,106782,4.0,1562165190
335,109487,5.0,1562165174
335,122910,2.5,1562165428
335,122912,4.0,1562165114
335,122914,4.0,1562165040
335,143347,3.0,1562165435
335,187595,4.0,1562165644
335,192803,4.5,1562165046
335,193950,5.0,1562165171
335,194448,4.5,1562165043
335,195159,4.0,1562165041
335,201773,4.5,1562165029
400,3,5.0,920334062
400,7,5.0,920333201
400,11,5.0,920332780
400,17,4.0,920332063
400,25,3.0,920332780
400,46,4.0,920333357
400,47,5.0,920331728
400,74,5.0,920332831
400,105,4.0,920333358
400,110,5.0,920331728
400,111,3.0,920331729
400,140,5.0,920333900
400,168,5.0,920334062
400,179,4.0,920334241
400,195,5.0,920334125
400,222,5.0,920334125
400,224,5.0,920334017
400,236,5.0,920334017
400,237,5.0,920333964
400,252,5.0,920331728
400,260,5.0,920331729
400,266,5.0,920333827
400,270,5.0,920333827
400,276,5.0,920333827
400,289,5.0,920333827
400,339,5.0,920333530
400,342,3.0,920334175
400,351,5.0,920333724
400,353,3.0,920333423
400,356,5.0,920332063
400,357,5.0,920333423
400,361,4.0,920333423
400,377,4.0,920333357
400,378,5.0,920334241
400,380,5.0,920333357
400,440,4.0,920333201
400,457,5.0,920331728
400,469,4.0,920333964
400,497,4.0,920332831
400,527,5.0,920331871
400,529,4.0,920331871
400,539,5.0,920333964
400,550,5.0,920333900
400,587,5.0,920334017
400,593,5.0,920331871
400,597,5.0,920333827
400,605,5.0,920334062
400,608,3.0,920331871
400,691,4.0,920333774
400,697,4.0,920334395
400,708,5.0,920333773
400,788,3.0,920334175
400,802,5.0,920333531
400,804,4.0,920334175
400,838,5.0,920333531
400,852,4.0,920333724
400,912,5.0,920332063
400,915,5.0,920332989
400,916,5.0,920332711
400,919,3.0,920331728
400,920,5.0,920332989
400,932,5.0,920333132
400,1043,4.0,920332884
400,1088,5.0,920334017
400,1100,5.0,920334017
400,1101,5.0,920332831
400,1183,4.0,920332831
400,1196,5.0,920332063
400,1197,4.0,920332063
400,1210,5.0,920332063
400,1265,5.0,920332884
400,1286,5.0,920333201
400,1290,4.0,920333201
400,1307,5.0,920333724
400,1339,4.0,920334175
400,1353,5.0,920334062
400,1357,4.0,920332146
400,1393,5.0,920333774
400,1408,4.0,920333964
400,1409,4.0,920333900
400,1441,5.0,920333900
400,1457,5.0,920333827
400,1479,5.0,920333827
400,1498,4.0,920333773
400,1556,4.0,920334175
400,1569,5.0,920333358
400,1593,5.0,920333724
400,1597,5.0,920333201
400,1600,4.0,920334395
400,1605,4.0,920334395
400,1629,4.0,920333201
400,1639,4.0,920332656
400,1721,4.0,920332711
400,1801,4.0,920332831
400,1821,4.0,920332935
400,1835,5.0,920332989
400,1888,4.0,920333201
400,2080,4.0,920332656
400,2081,3.0,920332656
400,2090,4.0,920331871
400,2100,5.0,920333132
400,2145,4.0,920332935
400,2146,4.0,920332935
400,2243,4.0,920332711
400,2248,4.0,920332884
400,2291,5.0,920334241
400,2316,5.0,920333900
400,2369,3.0,920334341
400,2405,5.0,920333358
400,2406,5.0,920332146
400,2424,5.0,920331368
400,2485,2.0,920331368
419,260,3.0,1523060968
419,296,4.0,1523060369
419,1059,3.5,1523060418
419,1210,3.0,1523060971
419,1704,4.0,1523061079
419,1721,3.5,1523060389
419,2571,3.5,1523060295
419,2617,3.0,1523060751
419,2858,4.0,1523060965
419,2959,4.0,1523060253
419,3000,5.0,1523060634
419,3285,4.0,1523060404
419,3556,3.0,1523060511
419,4367,4.0,1523060838
419,4993,4.5,1523060692
419,5349,1.5,1523060709
419,5618,5.0,1523060590
419,5690,5.0,1523060974
419,5952,5.0,1523060690
419,5971,4.0,1523060666
419,6350,4.5,1523060677
419,6539,3.5,1523060704
419,6564,2.5,1523060865
419,6874,5.0,1523060351
419,6936,2.0,1523060782
419,7099,4.5,1523060682
419,7153,5.0,1523060694
419,7438,3.5,1523060353
419,26662,3.5,1523060673
419,31658,4.5,1523060654
419,34150,0.5,1523060870
419,41566,4.0,1523060746
419,45722,3.5,1523060728
419,46972,4.0,1523060841
419,58559,2.5,1523060291
419,63992,1.5,1523060843
419,65261,5.0,1523060615
419,74789,4.0,1523060764
419,76093,2.5,1523060731
419,78105,2.5,1523060835
419,81834,2.5,1523060687
419,82169,4.0,1523060776
419,88125,3.0,1523060685
419,90647,2.5,1523060860
419,91500,3.0,1523060707
419,93510,4.0,1523060267
419,94780,3.0,1523060798
419,95510,1.5,1523060710
419,98203,1.5,1523060856
419,98243,1.5,1523060852
419,102903,3.0,1523060264
419,106072,1.5,1523060715
419,111362,0.5,1523060713
419,111659,3.0,1523060768
419,118696,3.5,1523060736
419,127118,4.0,1523060449
419,156726,4.0,1523060602
419,160954,3.0,1523060462
419,173291,5.0,1523060334
509,260,5.0,966699655
509,316,3.0,966699892
509,480,4.0,966699737
509,849,2.0,966699392
509,968,1.0,966699779
509,1120,3.0,966699392
509,1196,4.0,966699655
509,1210,5.0,966699679
509,1240,4.0,966699655
509,1356,4.0,966699915
509,1374,4.0,966699737
509,1527,3.0,966699915
509,1573,3.0,966699892
509,1580,4.0,966699779
509,1584,4.0,966699711
509,1587,1.0,966699392
509,1909,3.0,966699892
509,2012,3.0,966699936
509,2046,3.0,966699840
509,2195,3.0,966699352
509,2455,2.0,966699779
509,2529,3.0,966699737
509,2571,5.0,966699352
509,2628,4.0,966699840
509,2640,3.0,966699779
509,2916,3.0,966699711
509,3175,2.0,966699812
509,3527,4.0,966699892
509,3593,2.0,966699561
509,3623,4.0,966699507
509,3702,2.0,966699779
509,3753,5.0,966699464
509,3755,3.0,966699490
509,3785,2.0,966699464
559,1,3.0,850697542
559,3,4.0,850697576
559,5,4.0,850697576
559,6,5.0,850697576
559,7,4.0,850697576
559,12,4.0,850697667
559,17,3.0,850697543
559,25,3.0,850697543
559,32,3.0,850697542
559,36,5.0,850697576
559,62,4.0,850697543
559,64,4.0,850697744
559,74,5.0,850697667
559,88,4.0,850697771
559,92,4.0,850697744
559,94,4.0,850697744
559,95,4.0,850697543
559,104,4.0,850697613
559,140,5.0,850697642
559,376,4.0,850697576
559,609,4.0,850697704
559,626,4.0,850697841
559,628,3.0,850697667
559,631,4.0,850697704
559,637,4.0,850697642
559,648,5.0,850697543
559,653,4.0,850697613
559,661,3.0,850697642
559,662,3.0,850697800
559,667,5.0,850697704
559,671,4.0,850697704
559,673,3.0,850697800
559,694,3.0,850697771
559,708,5.0,850697613
559,710,3.0,850697820
559,711,5.0,850697704
559,719,5.0,850697704
559,724,5.0,850697667
559,725,3.0,850697800
559,736,5.0,850697543
559,780,4.0,850697542
559,783,5.0,850697613
559,784,4.0,850697613
559,786,5.0,850697613
559,788,5.0,850697642
559,830,3.0,850697744
559,832,5.0,850697722
559,839,3.0,850697771
559,880,3.0,850697800
559,1005,4.0,850697800
559,1059,4.0,850697841
559,1073,3.0,850697613
559,1356,4.0,850697704
559,1361,4.0,850697922
559,1363,4.0,850697987
559,1393,5.0,850697974
890,32,4.0,836927059
890,47,4.0,836907547
890,62,4.0,836927059
890,150,4.0,836908387
890,185,4.0,836907480
890,225,4.0,836907601
890,296,5.0,836908387
890,300,5.0,836907544
890,317,3.0,836907776
890,318,5.0,836907434
890,344,3.0,836907384
890,349,4.0,836907384
890,356,5.0,836907604
890,364,4.0,836907783
890,380,4.0,836908387
890,434,3.0,836907459
890,454,5.0,836907600
890,457,5.0,836907459
890,480,4.0,836907787
890,588,5.0,836907384
890,590,5.0,836908387
890,592,5.0,836908387
890,593,5.0,836907459
890,595,4.0,836907435
953,36,4.5,1099704295
953,52,3.5,1099704349
953,112,4.5,1096764192
953,150,5.0,1099785089
953,151,4.0,1096764171
953,165,1.5,1099784922
953,224,2.5,1099704334
953,235,3.5,1096764103
953,315,4.0,1099784893
953,337,5.0,1096764130
953,342,5.0,1099704315
953,344,0.5,1099784938
953,376,3.0,1096764167
953,432,0.5,1096764155
953,435,1.5,1096764086
953,485,0.5,1099704345
953,497,3.0,1096764124
953,527,5.0,1099704268
953,589,4.5,1099784905
953,653,2.5,1096764100
953,750,4.5,1096764089
953,805,2.0,1099704330
953,920,4.0,1096764111
953,1084,3.5,1099704301
953,1094,4.5,1099704312
953,1097,5.0,1099784885
953,1196,5.0,1099784942
953,1208,3.5,1096764073
953,1215,1.0,1099704340
953,1230,5.0,1096764137
953,1240,4.0,1099704305
953,1302,4.0,1099704278
953,1304,4.5,1096764140
953,1374,4.0,1096764196
953,1394,4.5,1099704264
953,1641,3.5,1099704285
953,1682,4.5,1099704280
953,2001,4.0,1099704225
953,2011,1.5,1099784928
953,2268,4.0,1099704243
953,2302,2.5,1099704214
953,2683,1.0,1099704208
953,2706,2.5,1096764064
953,2762,4.0,1099704272
953,2858,3.5,1099704239
953,2959,3.5,1096764108
953,3101,3.5,1099704219
953,3147,4.0,1099704232
953,3328,4.5,1099704132
953,3354,0.5,1099784964
953,3408,3.5,1099704251
953,3418,4.5,1099704259
953,3869,2.0,1099704363
953,3996,5.0,1096764163
953,4027,3.5,1099784916
953,5010,4.5,1099704370
953,5445,3.0,1099704359
953,5459,2.5,1099704384
953,5816,3.5,1099704376
953,6378,4.0,1099704323
953,7153,4.0,1099784898
953,7618,1.5,1096764402
1049,25,1.0,940626891
1049,34,4.0,940624205
1049,44,2.0,940184335
1049,47,3.0,940521130
1049,70,1.0,940185618
1049,95,3.0,940519968
1049,110,4.0,940185130
1049,111,2.0,940623388
1049,112,5.0,940185353
1049,150,3.0,940623388
1049,161,4.0,940185188
1049,162,3.0,940185702
1049,246,3.0,940185770
1049,288,2.0,940185047
1049,318,4.0,940618486
1049,329,3.0,940185484
1049,364,5.0,940185854
1049,480,4.0,940184565
1049,508,3.0,940618486
1049,527,4.0,940623306
1049,541,5.0,940184055
1049,588,4.0,940185853
1049,589,5.0,940184511
1049,590,4.0,940185322
1049,594,4.0,940519192
1049,595,5.0,940184463
1049,648,2.0,940185353
1049,720,5.0,940185853
1049,741,4.0,940185969
1049,780,4.0,940627031
1049,783,4.0,940185891
1049,910,4.0,940618191
1049,920,5.0,940618872
1049,924,3.0,940623617
1049,940,3.0,940519759
1049,1013,4.0,940624489
1049,1036,4.0,940519759
1049,1090,4.0,940184968
1049,1103,4.0,940618872
1049,1148,5.0,940520793
1049,1197,4.0,940519759
1049,1198,3.0,940519759
1049,1200,5.0,940519867
1049,1203,5.0,940623306
1049,1208,4.0,940623802
1049,1210,4.0,940185281
1049,1214,4.0,940519759
1049,1222,2.0,940185018
1049,1225,5.0,940618615
1049,1240,5.0,940519759
1049,1247,4.0,940618872
1049,1270,4.0,940618320
1049,1274,3.0,940520793
1049,1304,4.0,940519867
1049,1356,3.0,940519867
1049,1396,5.0,940618563
1049,1429,4.0,940520174
1049,1454,1.0,940618403
1049,1484,3.0,940626720
1049,1517,4.0,940626801
1049,1527,3.0,940184565
1049,1584,2.0,940624065
1049,1653,5.0,940184380
1049,1676,3.0,940184355
1049,1704,3.0,940185656
1049,1721,4.0,940626891
1049,1722,3.0,940519968
1049,1784,5.0,940618247
1049,1907,4.0,940185853
1049,1960,4.0,940618872
1049,1962,4.0,940618793
1049,2019,4.0,940519759
1049,2021,3.0,940184306
1049,2025,2.0,940184129
1049,2059,4.0,940624205
1049,2080,4.0,940519346
1049,2081,4.0,940184439
1049,2085,5.0,940520793
1049,2324,4.0,940618091
1049,2384,3.0,940520949
1049,2406,3.0,940519867
1049,2447,3.0,940184165
1049,2539,2.0,940518936
1049,2542,4.0,940521131
1049,2571,4.0,940184511
1049,2599,4.0,940184026
1049,2657,4.0,940519192
1049,2672,3.0,940626427
1049,2683,2.0,940626801
1049,2692,4.0,940184936
1049,2700,3.0,940185891
1049,2710,1.0,940184089
1049,2712,4.0,940184196
1049,2729,3.0,940184129
1049,2762,5.0,940182952
1049,2763,4.0,940183001
1049,2791,4.0,940618320
1049,2857,4.0,940520793
1049,2863,4.0,940519350
1049,2916,3.0,940185388
1049,2987,4.0,940626427
1159,1,4.5,1250427907
1159,19,4.0,1250428320
1159,20,2.5,1250414842
1159,63,3.5,1250417150
1159,273,3.5,1250414681
1159,290,4.0,1250414871
1159,296,4.5,1250420766
1159,344,4.0,1250428315
1159,367,4.5,1250428296
1159,520,4.0,1250414570
1159,541,4.5,1250427862
1159,546,3.0,1250414786
1159,628,4.0,1250427961
1159,637,2.5,1250414730
1159,745,4.5,1250428387
1159,1020,3.5,1250414739
1159,1089,4.5,1250420782
1159,1093,4.5,1250418959
1159,1148,4.5,1250428396
1159,1194,4.0,1250428537
1159,1223,4.5,1250428382
1159,1247,4.5,1250428468
1159,1288,4.0,1250428275
1159,1298,3.5,1250420743
1159,1676,3.0,1250427756
1159,1748,4.5,1250427845
1159,1952,4.0,1250428498
1159,2010,4.0,1250414811
1159,2019,3.5,1250418115
1159,2160,4.5,1250414713
1159,2761,4.0,1250414671
1159,2792,1.0,1250414862
1159,2805,2.0,1250414824
1159,3113,3.0,1250414797
1159,3114,4.5,1250427912
1159,3160,4.0,1250730065
1159,3168,4.5,1250428487
1159,3174,3.5,1250414676
1159,3257,2.0,1250414769
1159,3435,4.5,1250421398
1159,3744,4.5,1250414877
1159,3911,4.0,1250428249
1159,4226,2.0,1250420799
1159,4415,3.5,1250428551
1159,4834,3.0,1250428546
1159,4874,4.0,1250416447
1159,4973,5.0,1250415663
1159,5110,4.0,1250427750
1159,5205,0.5,1250420863
1159,5218,4.0,1251520083
1159,5618,4.5,1250420835
1159,5881,4.0,1250415644
1159,6296,4.5,1250428264
1159,6539,4.0,1250421360
1159,7022,4.0,1250428226
1159,8533,1.0,1250427929
1159,8874,4.0,1250420888
1159,8950,4.0,1250420813
1159,8981,2.0,1250428509
1159,27478,3.5,1251520463
1159,27904,3.5,1250428522
1159,30810,4.0,1250414887
1159,31658,3.5,1250420826
1159,33621,3.5,1251363460
1159,38038,4.0,1250428392
1159,44022,4.0,1251520087
1159,45722,3.5,1250421365
1159,46572,4.0,1250421419
1159,47610,4.0,1250421407
1159,48043,5.0,1250415603
1159,48385,3.5,1251520448
1159,48394,4.0,1250417133
1159,48997,5.0,1250417090
1159,49274,3.5,1251520110
1159,50594,4.0,1250421383
1159,53125,3.5,1250421370
1159,53189,3.5,1256389968
1159,54272,3.5,1250428448
1159,54999,3.0,1250427946
1159,55830,3.5,1256389986
1159,59387,5.0,1250415621
1159,60069,4.5,1250421993
1159,63853,1.5,1250427731
1159,64285,4.0,1250428397
1159,68073,4.0,1254641248
1159,68954,5.0,1250422011
1159,70286,4.5,1256389942
1264,10,4.0,1032270886
1264,260,5.0,1032270535
1264,339,4.0,1032270535
1264,480,4.0,1032270816
1264,589,4.0,1032271006
1264,592,3.0,1032270681
1264,737,1.0,1032270420
1264,849,5.0,1032270420
1264,1036,3.0,1032271006
1264,1129,5.0,1032270918
1264,1196,5.0,1032270512
1264,1200,5.0,1032711609
1264,1210,5.0,1032270470
1264,1214,4.0,1032270981
1264,1240,4.0,1032271006
1264,1259,5.0,1032270653
1264,1270,4.0,1032270368
1264,1275,5.0,1032270941
1264,1291,3.0,1032271015
1264,1552,4.0,1032270739
1264,1610,3.0,1032271024
1264,2028,5.0,1032711507
1264,2115,5.0,1032270816
1264,2116,5.0,1032270941
1264,2161,5.0,1032270870
1264,2167,4.0,1032270797
1264,2193,3.0,1032270870
1264,2470,4.0,1032270956
1264,2571,5.0,1032271006
1264,2628,5.0,1032270797
1264,2640,4.0,1032270739
1264,2641,4.0,1032270956
1264,2815,2.0,1032270400
1264,3254,5.0,1032270420
1264,3755,4.0,1032270956
1264,3918,1.0,1032270496
1264,3996,4.0,1032270625
1264,4571,4.0,1032270816
1264,4621,4.0,1032270483
1264,4993,5.0,1032270625
1264,5378,5.0,1032270919
1264,5445,4.0,1032711609
1310,1057,4.0,884630512
1310,1183,3.0,884629884
1310,1407,4.0,884629812
1310,1414,4.0,884630054
1310,1438,2.0,884630130
1310,1453,3.0,884630665
1310,1464,2.0,884629884
1310,1479,3.0,884630512
1310,1485,3.0,884630130
1310,1488,3.0,884630512
1310,1515,4.0,884630718
1310,1603,3.0,884630433
1310,1608,4.0,884630325
1310,1616,3.0,884630130
1310,1629,4.0,884629982
1310,1639,5.0,884630325
1310,1641,4.0,884629656
1310,1647,2.0,884630380
1310,1673,4.0,884630130
1310,1717,4.0,884630567
1310,1721,5.0,884629656
1510,1,5.0,853696388
1510,5,3.0,853696431
1510,7,3.0,853696431
1510,14,3.0,853696467
1510,36,4.0,853696431
1510,62,3.0,853696388
1510,88,2.0,853696611
1510,94,3.0,853696578
1510,95,3.0,853696388
1510,100,4.0,853696532
1510,102,3.0,853696578
1510,104,3.0,853696466
1510,140,3.0,853696494
1510,141,3.0,853696388
1510,494,4.0,853696431
1510,612,3.0,853696674
1510,637,3.0,853696494
1510,648,3.0,853696388
1510,653,4.0,853696467
1510,663,3.0,853696611
1510,671,5.0,853696578
1510,708,3.0,853696466
1510,733,4.0,853696431
1510,736,4.0,853696388
1510,761,3.0,853696554
1510,762,3.0,853696494
1510,780,3.0,853696388
1510,786,3.0,853696466
1510,788,2.0,853696467
1510,802,4.0,853696532
1510,805,4.0,853696532
1510,832,4.0,853696553
1510,852,3.0,853696553
1510,1061,4.0,853696648
1510,1073,4.0,853696466
1510,1356,5.0,853696494
1510,1391,5.0,853696709
1510,1393,4.0,853696709
1510,1409,4.0,853696775
1523,318,5.0,1469361420
1523,593,5.0,1469362208
1523,733,3.5,1469362016
1523,858,5.0,1469362202
1523,1193,4.0,1469362216
1523,1198,5.0,1469361426
1523,1625,4.5,1469361618
1523,2329,3.0,1469361570
1523,2858,5.0,1469362011
1523,2959,5.0,1469362175
1523,3147,4.5,1469361525
1523,5445,5.0,1469362123
1523,5952,5.0,1469362239
1523,5989,4.0,1469362024
1523,48516,4.0,1469361517
1523,49530,5.0,1469362105
1523,61024,4.0,1469362289
1523,63131,4.0,1469362330
1523,69122,4.0,1469362265
1523,69844,4.0,1469362221
1523,71535,5.0,1469362249
1523,73017,4.5,1469362275
1523,74458,5.0,1469362044
1523,79132,5.0,1469362210
1523,81229,4.0,1469362385
1523,84772,4.5,1469362341
1523,86911,3.5,1469363406
1523,87485,3.0,1469362391
1523,87869,5.0,1469362374
1523,91658,5.0,1469362205
1523,92259,5.0,1469362247
1523,93510,5.0,1469362261
1523,94864,2.5,1469362114
1523,95441,5.0,1469362381
1523,96079,5.0,1469362082
1523,101864,3.5,1469362167
1523,102123,5.0,1469362388
1523,103249,5.0,1469362096
1523,103253,4.0,1469362111
1523,104211,5.0,1469362333
1523,106487,5.0,1469362101
1523,106489,4.0,1469362117
1523,106782,4.0,1469362259
1523,109487,5.0,1469361597
1523,111759,4.5,1469361566
1523,112175,5.0,1469362255
1523,112852,5.0,1469361530
1523,114180,5.0,1469362068
1523,115210,3.5,1469362228
1523,116797,5.0,1469362226
1523,119141,4.0,1469362402
1523,119145,5.0,1469362019
1523,122882,2.5,1469362054
1523,122886,3.0,1469361527
1523,135133,5.0,1469362223
1568,260,1.0,1031707133
1568,916,4.0,1031707249
1568,1132,4.0,1031707249
1568,1193,5.0,1031707310
1568,1333,4.0,1031707249
1568,1345,3.0,1031707310
1568,1617,4.0,1031707249
1568,3163,4.0,1031707133
1568,3499,4.0,1031707133
1568,4903,5.0,1031707686
1568,4965,4.0,1031707686
1568,4973,5.0,1031707481
1568,4976,5.0,1031707731
1568,4979,3.0,1031707481
1568,4993,2.0,1031707481
1568,4994,1.0,1031707731
1568,5010,4.0,1031707686
1568,5014,2.0,1031707686
1568,5112,4.0,1031707686
1568,5127,1.0,1031707818
1568,5142,4.0,1031707310
1568,5282,3.0,1031707818
1568,5325,2.0,1031707481
1568,5329,4.0,1031707481
1649,50,5.0,1291218944
1649,260,4.0,1291218923
1649,293,5.0,1291219733
1649,318,5.0,1291218907
1649,527,4.5,1291218897
