movieId,item_text,has_overview
67,"Two Bits — Drama, It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",True
68,"French Twist (Gazon maudit) — Comedy, Romance, After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",True
69,"Friday — Comedy, Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",True
70,"From Dusk Till Dawn — Action, Comedy, Horror, Thriller, After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious clientele.",True
71,"Fair Game — Action, Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",True
72,"Kicking and Screaming — Comedy, Drama, After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",True
73,"Misérables, Les — Drama, War, In WWII France, poor and illiterate Henri Fortin is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",True
74,"Bed of Roses — Drama, Romance, The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",True
75,"Big Bully — Comedy, Drama, A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",True
76,"Screamers — Action, Sci-Fi, Thriller, SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",True
78,"Crossing Guard, The — Action, Crime, Drama, Thriller, Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.",True
79,"Juror, The — Drama, Thriller, Struggling single mother Annie Laird impulsively agrees to serve on a jury, hoping for a little excitement in her humdrum life. But she gets far more than she bargained for when she's forced to sacrifice the truth to save her son from the mob's seductive, psychotic enforcer.",True
80,"White Balloon, The (Badkonake sefid) — Children, Drama, Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.",True
81,"Things to Do in Denver When You're Dead — Crime, Drama, Romance, Five different criminals face imminent death after botching a job quite badly.",True
82,"Antonia's Line (Antonia) — Comedy, Drama, After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",True
83,"Once Upon a Time... When We Were Colored — Drama, Romance, A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.",True
85,"Angels and Insects — Drama, Romance, In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",True
86,"White Squall — Action, Adventure, Drama, In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",True
87,"Dunston Checks In — Children, Comedy, Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",True
88,"Black Sheep — Comedy, When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",True
89,"Nick of Time — Action, Thriller, An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.",True
90,"The Journey of August King — Drama, The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",True
92,"Mary Reilly — Drama, Horror, Thriller, A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",True
93,"Vampire in Brooklyn — Comedy, Horror, Romance, Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",True
94,"Beautiful Girls — Comedy, Drama, Romance, During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",True
95,"Broken Arrow — Action, Adventure, Thriller, When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",True
97,"Hate (Haine, La) — Crime, Drama, After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",True
99,"Heidi Fleiss: Hollywood Madam — Documentary, A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",True
100,"City Hall — Drama, Thriller, The accidental shooting of a boy in New York City leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",True
101,"Bottle Rocket — Adventure, Comedy, Crime, Romance, Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",True
102,"Mr. Wrong — Comedy, A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",True
103,"Unforgettable — Mystery, Sci-Fi, Thriller, Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",True
104,"Happy Gilmore — Comedy, Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",True
105,"Bridges of Madison County, The — Drama, Romance, Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.",True
107,"Muppet Treasure Island — Adventure, Children, Comedy, Musical, Young Jim Hawkins and his two best friends embark on a voyage across the high seas in search of buried treasure, but soon find that not everyone on board can be trusted.",True
109,"Headless Body in Topless Bar — Comedy, Drama, Thriller, An ex-con holds a group of people hostage in a topless bar.",True
110,"Braveheart — Action, Drama, War, Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",True
111,"Taxi Driver — Crime, Drama, Thriller, Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",True
112,"Rumble in the Bronx (Hont faan kui) — Action, Adventure, Comedy, Crime, Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",True
113,"Before and After — Drama, Mystery, Two parents deal with the effects when their son is accused of murdering his girlfriend.",True
116,"Anne Frank Remembered — Documentary, Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",True
117,"Young Poisoner's Handbook, The — Crime, Drama, Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",True
118,"If Lucy Fell — Comedy, Romance, Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",True
121,"Boys of St. Vincent, The — Drama, The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.",True
122,"Boomerang — Comedy, Romance, Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",True
123,"Chungking Express (Chung Hing sam lam) — Drama, Mystery, Romance, Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",True
124,"Star Maker, The (Uomo delle stelle, L') — Drama, In 1950s Sicily, con artist Joe Moretti does screen tests for the big studios, accepting money or favours for his efforts. A young illiterate novitiate named Beata desperately wants to change her life and falls for him; belatedly, he realizes his feelings for her. However, their love affair is doomed when he's arrested.",True
125,"Flirting With Disaster — Comedy, Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.",True
126,"NeverEnding Story III, The — Adventure, Children, Fantasy, A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.",True
129,"Pie in the Sky — Comedy, Romance, A young man obsessed with traffic patterns attempts to reunite with his first love.",True
132,"Jade — Thriller, When a prominent art dealer is found murdered, the man's death leads to an intriguing investigation steeped in sex, corruption and crime. District Attorney David Corelli gets assigned to the case and discovers that a key suspect is his ex-lover Katrina Gavin, a beautiful psychologist who has settled down with his old friend and peer. As Corelli gets deeper into the case, he uncovers dark secrets with far-reaching implications.",True
135,"Down Periscope — Comedy, Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",True
137,"Man of the Year — Documentary, First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",True
138,"Neon Bible, The — Drama, During a train ride, a teenager recalls his upbringing in 1940s small-town Georgia and the events that have led to this point.",True
